voter_id,lat,lng,status
200298791,,,NO_MATCH
200280620,,,NO_MATCH
200296650,,,NO_MATCH
200298677,,,NO_MATCH
200298314,,,NO_MATCH
200298834,,,NO_MATCH
200190140,,,NO_MATCH
200189831,,,NO_MATCH
200300208,,,NO_MATCH
200276482,,,NO_MATCH
200299480,,,NO_MATCH
200229810,,,NO_MATCH
200284714,,,NO_MATCH
200274693,,,NO_MATCH
200296383,,,NO_MATCH
200299258,,,NO_MATCH
200280299,,,NO_MATCH
200271220,,,NO_MATCH
200276637,,,NO_MATCH
200298604,,,NO_MATCH
200300692,,,NO_MATCH
200298968,,,NO_MATCH
200300299,,,NO_MATCH
200282140,,,NO_MATCH
200220956,,,NO_MATCH
200286867,,,NO_MATCH
200298893,,,NO_MATCH
200298134,,,NO_MATCH
200299467,,,NO_MATCH
200275851,,,NO_MATCH
200298655,,,NO_MATCH
200299227,,,NO_MATCH
200276388,,,NO_MATCH
200298138,,,NO_MATCH
200272501,,,NO_MATCH
200293916,,,NO_MATCH
200296756,,,NO_MATCH
200297329,,,NO_MATCH
200276706,,,NO_MATCH
200297606,,,NO_MATCH
200300903,,,NO_MATCH
200300906,,,NO_MATCH
200293082,,,NO_MATCH
200291060,,,NO_MATCH
200276652,,,NO_MATCH
200271363,,,NO_MATCH
200296402,,,NO_MATCH
200300877,,,NO_MATCH
200300118,,,NO_MATCH
200300910,,,NO_MATCH
200300755,,,NO_MATCH
200300116,,,NO_MATCH
200314190,,,NO_MATCH
200300753,,,NO_MATCH
200300912,,,NO_MATCH
200300911,,,NO_MATCH
200300918,,,NO_MATCH
200300917,,,NO_MATCH
200285911,,,NO_MATCH
200297021,,,NO_MATCH
200296333,,,NO_MATCH
200300081,,,NO_MATCH
200298999,,,NO_MATCH
200214511,,,NO_MATCH
200292530,,,NO_MATCH
200300923,,,NO_MATCH
200282733,,,NO_MATCH
200285209,,,NO_MATCH
200298089,,,NO_MATCH
200298244,,,NO_MATCH
200297279,,,NO_MATCH
200276399,,,NO_MATCH
200298525,,,NO_MATCH
200162937,,,NO_MATCH
200300098,,,NO_MATCH
200293868,,,NO_MATCH
200300411,,,NO_MATCH
200300895,,,NO_MATCH
200290400,,,NO_MATCH
200293875,,,NO_MATCH
200263529,,,NO_MATCH
200298210,,,NO_MATCH
200297244,,,NO_MATCH
200298971,,,NO_MATCH
200298974,,,NO_MATCH
200299948,,,NO_MATCH
200300781,,,NO_MATCH
200274966,,,NO_MATCH
200300389,,,NO_MATCH
200300386,,,NO_MATCH
200300027,,,NO_MATCH
200300829,,,NO_MATCH
200297085,,,NO_MATCH
200298690,,,NO_MATCH
200298461,,,NO_MATCH
200270191,,,NO_MATCH
200298105,,,NO_MATCH
200281085,,,NO_MATCH
200300313,,,NO_MATCH
200280946,,,NO_MATCH
200299652,,,NO_MATCH
200300793,,,NO_MATCH
200299004,,,NO_MATCH
200275431,,,NO_MATCH
200300841,,,NO_MATCH
200262943,,,NO_MATCH
200300902,,,NO_MATCH
200295719,,,NO_MATCH
