voter_id,lat,lng,geocode_source
200007476,43.151576014719,-108.522862736918,CENSUS
200008142,43.151576014719,-108.522862736918,CENSUS
200011085,43.151576014719,-108.522862736918,CENSUS
200024739,43.151576014719,-108.522862736918,CENSUS
200024768,43.151576014719,-108.522862736918,CENSUS
200025708,43.151576014719,-108.522862736918,CENSUS
200025964,43.151576014719,-108.522862736918,CENSUS
200026181,43.151576014719,-108.522862736918,CENSUS
200026301,43.151576014719,-108.522862736918,CENSUS
200026315,43.151576014719,-108.522862736918,CENSUS
200026349,43.151576014719,-108.522862736918,CENSUS
200028820,43.151720716824,-108.519605668572,CENSUS
200047827,43.151576014719,-108.522862736918,CENSUS
200056221,43.151576014719,-108.522862736918,CENSUS
200056338,42.737330494346,-105.344732291469,CENSUS
200056536,42.737330494346,-105.344732291469,CENSUS
200057481,43.667093283863,-110.706399719969,CENSUS
200079682,43.151576014719,-108.522862736918,CENSUS
200080068,43.151576014719,-108.522862736918,CENSUS
200080098,43.151576014719,-108.522862736918,CENSUS
200080204,43.151576014719,-108.522862736918,CENSUS
200093385,43.151576014719,-108.522862736918,CENSUS
200093723,43.151576014719,-108.522862736918,CENSUS
200095356,43.151576014719,-108.522862736918,CENSUS
200130268,42.737330494346,-105.344732291469,CENSUS
200130270,42.737330494346,-105.344732291469,CENSUS
200131826,43.003308014598,-108.89338320161,CENSUS
200133768,43.151576014719,-108.522862736918,CENSUS
200134882,43.151576014719,-108.522862736918,CENSUS
200134888,43.151576014719,-108.522862736918,CENSUS
200135257,43.151576014719,-108.522862736918,CENSUS
200135320,43.151576014719,-108.522862736918,CENSUS
200147504,43.667093283863,-110.706399719969,CENSUS
200147637,43.151576014719,-108.522862736918,CENSUS
200162937,41.314007,-105.584905,CENSUS
200164354,43.151576014719,-108.522862736918,CENSUS
200166836,43.667093283863,-110.706399719969,CENSUS
200167874,43.151576014719,-108.522862736918,CENSUS
200175543,43.151576014719,-108.522862736918,CENSUS
200177709,43.667093283863,-110.706399719969,CENSUS
200189831,41.314007,-105.584905,CENSUS
200190140,41.314007,-105.584905,CENSUS
200190797,43.474102956442,-110.779254330117,CENSUS
200198291,43.151576014719,-108.522862736918,CENSUS
200214511,41.314007,-105.584905,CENSUS
200220956,41.314007,-105.584905,CENSUS
200223203,43.151576014719,-108.522862736918,CENSUS
200223338,43.151576014719,-108.522862736918,CENSUS
200223464,43.151576014719,-108.522862736918,CENSUS
200224109,42.737418284818,-105.344632018374,CENSUS
200229810,41.314007,-105.584905,CENSUS
200236124,43.151576014719,-108.522862736918,CENSUS
200259126,43.667093283863,-110.706399719969,CENSUS
200259439,43.151576014719,-108.522862736918,CENSUS
200262943,41.314007,-105.584905,CENSUS
200263529,41.314007,-105.584905,CENSUS
200265355,43.667093283863,-110.706399719969,CENSUS
200265356,43.667093283863,-110.706399719969,CENSUS
200267385,43.151576014719,-108.522862736918,CENSUS
200270191,41.314007,-105.584905,CENSUS
200271220,41.314007,-105.584905,CENSUS
200271363,41.314007,-105.584905,CENSUS
200272501,41.314007,-105.584905,CENSUS
200274311,43.667093283863,-110.706399719969,CENSUS
200274675,43.667093283863,-110.706399719969,CENSUS
200274693,41.314007,-105.584905,CENSUS
200274966,41.314007,-105.584905,CENSUS
200275431,41.314007,-105.584905,CENSUS
200275851,41.314007,-105.584905,CENSUS
200276388,41.314007,-105.584905,CENSUS
200276399,41.314007,-105.584905,CENSUS
200276482,41.314007,-105.584905,CENSUS
200276637,41.314007,-105.584905,CENSUS
200276652,41.314007,-105.584905,CENSUS
200276706,41.314007,-105.584905,CENSUS
200277917,43.667093283863,-110.706399719969,CENSUS
200280299,41.314007,-105.584905,CENSUS
200280620,41.314007,-105.584905,CENSUS
200280946,41.314007,-105.584905,CENSUS
200281085,41.314007,-105.584905,CENSUS
200281324,43.667093283863,-110.706399719969,CENSUS
200282140,41.314007,-105.584905,CENSUS
200282220,42.737418284818,-105.344632018374,CENSUS
200282232,42.737418284818,-105.344632018374,CENSUS
200282733,41.314007,-105.584905,CENSUS
200284600,43.667093283863,-110.706399719969,CENSUS
200284714,41.314007,-105.584905,CENSUS
200285209,41.314007,-105.584905,CENSUS
200285911,41.314007,-105.584905,CENSUS
200286008,43.667093283863,-110.706399719969,CENSUS
200286407,43.667093283863,-110.706399719969,CENSUS
200286867,41.314007,-105.584905,CENSUS
200290400,41.314007,-105.584905,CENSUS
200291060,41.314007,-105.584905,CENSUS
200291732,43.667093283863,-110.706399719969,CENSUS
200291736,43.667093283863,-110.706399719969,CENSUS
200292530,41.314007,-105.584905,CENSUS
200293082,41.314007,-105.584905,CENSUS
200293868,41.314007,-105.584905,CENSUS
200293875,41.314007,-105.584905,CENSUS
200293916,41.314007,-105.584905,CENSUS
200295719,41.314007,-105.584905,CENSUS
200296333,41.314007,-105.584905,CENSUS
200296383,41.314007,-105.584905,CENSUS
200296402,41.314007,-105.584905,CENSUS
200296650,41.314007,-105.584905,CENSUS
200296756,41.314007,-105.584905,CENSUS
200297021,41.314007,-105.584905,CENSUS
200297085,41.314007,-105.584905,CENSUS
200297244,41.314007,-105.584905,CENSUS
200297279,41.314007,-105.584905,CENSUS
200297329,41.314007,-105.584905,CENSUS
200297606,41.314007,-105.584905,CENSUS
200297721,43.151576014719,-108.522862736918,CENSUS
200297737,43.151576014719,-108.522862736918,CENSUS
200297791,43.151576014719,-108.522862736918,CENSUS
200298089,41.314007,-105.584905,CENSUS
200298105,41.314007,-105.584905,CENSUS
200298134,41.314007,-105.584905,CENSUS
200298138,41.314007,-105.584905,CENSUS
200298210,41.314007,-105.584905,CENSUS
200298244,41.314007,-105.584905,CENSUS
200298314,41.314007,-105.584905,CENSUS
200298435,43.151576014719,-108.522862736918,CENSUS
200298461,41.314007,-105.584905,CENSUS
200298525,41.314007,-105.584905,CENSUS
200298548,43.151576014719,-108.522862736918,CENSUS
200298604,41.314007,-105.584905,CENSUS
200298655,41.314007,-105.584905,CENSUS
200298677,41.314007,-105.584905,CENSUS
200298690,41.314007,-105.584905,CENSUS
200298791,41.314007,-105.584905,CENSUS
200298834,41.314007,-105.584905,CENSUS
200298893,41.314007,-105.584905,CENSUS
200298968,41.314007,-105.584905,CENSUS
200298971,41.314007,-105.584905,CENSUS
200298974,41.314007,-105.584905,CENSUS
200298999,41.314007,-105.584905,CENSUS
200299004,41.314007,-105.584905,CENSUS
200299037,43.151576014719,-108.522862736918,CENSUS
200299162,43.151576014719,-108.522862736918,CENSUS
200299227,41.314007,-105.584905,CENSUS
200299258,41.314007,-105.584905,CENSUS
200299467,41.314007,-105.584905,CENSUS
200299480,41.314007,-105.584905,CENSUS
200299652,41.314007,-105.584905,CENSUS
200299838,43.151576014719,-108.522862736918,CENSUS
200299948,41.314007,-105.584905,CENSUS
200300027,41.314007,-105.584905,CENSUS
200300081,41.314007,-105.584905,CENSUS
200300098,41.314007,-105.584905,CENSUS
200300116,41.314007,-105.584905,CENSUS
200300118,41.314007,-105.584905,CENSUS
200300208,41.314007,-105.584905,CENSUS
200300299,41.314007,-105.584905,CENSUS
200300313,41.314007,-105.584905,CENSUS
200300386,41.314007,-105.584905,CENSUS
200300389,41.314007,-105.584905,CENSUS
200300411,41.314007,-105.584905,CENSUS
200300485,43.151576014719,-108.522862736918,CENSUS
200300692,41.314007,-105.584905,CENSUS
200300738,43.151576014719,-108.522862736918,CENSUS
200300752,43.151576014719,-108.522862736918,CENSUS
200300753,41.314007,-105.584905,CENSUS
200300755,41.314007,-105.584905,CENSUS
200300781,41.314007,-105.584905,CENSUS
200300793,41.314007,-105.584905,CENSUS
200300800,43.151576014719,-108.522862736918,CENSUS
200300829,41.314007,-105.584905,CENSUS
200300841,41.314007,-105.584905,CENSUS
200300844,43.151576014719,-108.522862736918,CENSUS
200300877,41.314007,-105.584905,CENSUS
200300895,41.314007,-105.584905,CENSUS
200300902,41.314007,-105.584905,CENSUS
200300903,41.314007,-105.584905,CENSUS
200300906,41.314007,-105.584905,CENSUS
200300910,41.314007,-105.584905,CENSUS
200300911,41.314007,-105.584905,CENSUS
200300912,41.314007,-105.584905,CENSUS
200300917,41.314007,-105.584905,CENSUS
200300918,41.314007,-105.584905,CENSUS
200300923,41.314007,-105.584905,CENSUS
200314190,41.314007,-105.584905,CENSUS
229590,42.737330494346,-105.344732291469,CENSUS
349766,43.151576014719,-108.522862736918,CENSUS
370065,42.737418284818,-105.344632018374,CENSUS
374496,42.737418284818,-105.344632018374,CENSUS
375040,42.737418284818,-105.344632018374,CENSUS
375730,42.737330494346,-105.344732291469,CENSUS
375931,42.737418284818,-105.344632018374,CENSUS
45275,43.151576014719,-108.522862736918,CENSUS
45922,43.151576014719,-108.522862736918,CENSUS
45926,43.151576014719,-108.522862736918,CENSUS
45927,43.151576014719,-108.522862736918,CENSUS
46479,43.151576014719,-108.522862736918,CENSUS
46581,43.151576014719,-108.522862736918,CENSUS
46653,43.151576014719,-108.522862736918,CENSUS
46792,43.151720716824,-108.519605668572,CENSUS
46794,43.151720716824,-108.519605668572,CENSUS
47668,43.151576014719,-108.522862736918,CENSUS
47872,43.151576014719,-108.522862736918,CENSUS
48070,43.151576014719,-108.522862736918,CENSUS
48842,43.151576014719,-108.522862736918,CENSUS
48843,43.151576014719,-108.522862736918,CENSUS
49330,43.151576014719,-108.522862736918,CENSUS
49333,43.151576014719,-108.522862736918,CENSUS
50025,43.151576014719,-108.522862736918,CENSUS
50026,43.151576014719,-108.522862736918,CENSUS
50824,43.151576014719,-108.522862736918,CENSUS
51030,43.151576014719,-108.522862736918,CENSUS
51191,43.151720716824,-108.519605668572,CENSUS
52008,43.151720716824,-108.519605668572,CENSUS
54141,43.151576014719,-108.522862736918,CENSUS
54200,43.151576014719,-108.522862736918,CENSUS
54425,43.151576014719,-108.522862736918,CENSUS
55538,43.151576014719,-108.522862736918,CENSUS
57161,43.151576014719,-108.522862736918,CENSUS
58153,43.151576014719,-108.522862736918,CENSUS
58169,43.151576014719,-108.522862736918,CENSUS
58180,43.151576014719,-108.522862736918,CENSUS
58249,43.151576014719,-108.522862736918,CENSUS
58429,43.151576014719,-108.522862736918,CENSUS
58968,43.151576014719,-108.522862736918,CENSUS
600013746,42.737330494346,-105.344732291469,CENSUS
600044007,43.151720716824,-108.519605668572,CENSUS
600046250,43.151576014719,-108.522862736918,CENSUS
600062971,43.151576014719,-108.522862736918,CENSUS
600067016,43.151576014719,-108.522862736918,CENSUS
600067046,43.151576014719,-108.522862736918,CENSUS
600067066,43.151576014719,-108.522862736918,CENSUS
200187992,42.916700,-104.650000,FALLBACK_CITY_CENTROID
600057527,42.783300,-105.533300,FALLBACK_CITY_CENTROID
200145307,44.299800,-105.501800,FALLBACK_CITY_CENTROID
200145313,44.299800,-105.501800,FALLBACK_CITY_CENTROID
205306,44.033300,-106.050000,FALLBACK_CITY_CENTROID
