voter_id,lat,lng,status
12765,,,NO_MATCH
17235,,,NO_MATCH
198534,,,NO_MATCH
200003595,,,NO_MATCH
200003613,,,NO_MATCH
200006903,,,NO_MATCH
200007476,43.151576014719,-108.522862736918,OK
200007548,,,NO_MATCH
200008142,43.151576014719,-108.522862736918,OK
200009763,,,NO_MATCH
200011085,43.151576014719,-108.522862736918,OK
200020940,,,NO_MATCH
200023507,,,NO_MATCH
200023509,,,NO_MATCH
200024594,,,NO_MATCH
200024739,43.151576014719,-108.522862736918,OK
200024768,43.151576014719,-108.522862736918,OK
200025311,,,NO_MATCH
200025708,43.151576014719,-108.522862736918,OK
200025964,43.151576014719,-108.522862736918,OK
200026181,43.151576014719,-108.522862736918,OK
200026301,43.151576014719,-108.522862736918,OK
200026315,43.151576014719,-108.522862736918,OK
200026349,43.151576014719,-108.522862736918,OK
200026738,,,NO_MATCH
200028115,,,NO_MATCH
200028820,43.151720716824,-108.519605668572,OK
200040710,,,NO_MATCH
200047827,43.151576014719,-108.522862736918,OK
200051714,,,NO_MATCH
200056221,43.151576014719,-108.522862736918,OK
200056338,42.737330494346,-105.344732291469,OK
200056536,42.737330494346,-105.344732291469,OK
200057481,43.667093283863,-110.706399719969,OK
200058852,,,NO_MATCH
200059716,,,NO_MATCH
200059742,,,NO_MATCH
200062441,,,NO_MATCH
200066038,,,NO_MATCH
200069165,,,NO_MATCH
200071247,,,NO_MATCH
200071842,,,NO_MATCH
200072357,,,NO_MATCH
200073122,,,NO_MATCH
200079682,43.151576014719,-108.522862736918,OK
200079794,,,NO_MATCH
200080068,43.151576014719,-108.522862736918,OK
200080098,43.151576014719,-108.522862736918,OK
200080204,43.151576014719,-108.522862736918,OK
200080265,,,NO_MATCH
200080289,,,NO_MATCH
200080313,,,NO_MATCH
200082266,,,NO_MATCH
200082267,,,NO_MATCH
200092031,,,NO_MATCH
200092342,,,NO_MATCH
200093385,43.151576014719,-108.522862736918,OK
200093723,43.151576014719,-108.522862736918,OK
200093919,,,NO_MATCH
200095086,,,NO_MATCH
200095356,43.151576014719,-108.522862736918,OK
200095431,,,NO_MATCH
200096571,,,NO_MATCH
200103196,,,NO_MATCH
200110154,,,NO_MATCH
200112021,,,NO_MATCH
200112045,,,NO_MATCH
200113890,,,NO_MATCH
200127110,,,NO_MATCH
200130268,42.737330494346,-105.344732291469,OK
200130270,42.737330494346,-105.344732291469,OK
